withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
28,6,main,62,18,1.95028050000019,['c'],1,left,['2'],5,1.6209092999997665,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
29,6,main,62,18,0.8339995999995153,['c'],1,left,['2'],5,0.4988396000007924,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
30,6,main,18,62,2.1827494999997725,['c'],0,right,['3'],4,0.9040708000002269,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
31,6,main,57,23,2.0002539000006436,['c'],1,left,['3'],4,0.18028380000032485,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
32,6,main,18,62,1.5835730999997395,['n'],1,right,['2'],5,0.4459834999997838,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
33,6,main,31,49,1.4679555000002438,['n'],1,right,['8'],3,0.3378392000004169,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
34,6,main,31,49,0.9005605000002106,['n'],1,right,['8'],3,0.41655879999962053,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
35,6,main,18,62,1.2668983000003209,['n'],1,right,['8'],3,0.34951230000024225,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
0,7,main,49,31,0.7499132999992071,['c'],1,left,['2'],5,1.7770126000004893,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
1,7,main,31,49,0.7672038999999131,['c'],0,right,['2'],5,0.7636854000002131,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
2,7,main,31,49,0.6831935000000158,['c'],0,right,['2'],5,0.4661047999998118,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
3,7,main,62,18,0.8664982999998756,['c'],1,left,['3'],4,0.3011427999999796,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
4,7,main,62,18,1.033073699999477,['c'],1,left,['3'],4,0.47175570000035805,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
5,7,main,23,57,1.3671524999999747,['n'],1,right,['3'],4,0.302699500000017,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
6,7,main,49,31,1.7836980000001859,['c'],1,left,['3'],4,0.18793009999990318,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
7,7,main,18,62,1.3510524000002988,['n'],1,right,['3'],4,0.2545343000001594,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
8,7,main,49,31,0.6838153999997303,['c'],1,left,['3'],4,0.1853798000001916,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
9,7,main,23,57,1.0499687999999878,['n'],1,right,['2'],5,0.1844262999993589,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
10,7,main,18,62,1.5335012999994433,['n'],1,right,['1'],6,0.11588209999990795,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
11,7,main,31,49,0.983757400000286,['c'],0,right,['1'],6,0.31212109999978566,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
12,7,main,62,18,0.8004594000003635,['c'],1,left,['3'],4,0.6199363000005178,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
13,7,main,49,31,1.4508150999999998,['c'],1,left,['3'],4,0.3617570999995223,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
14,7,main,23,57,1.2837536999995791,['c'],0,right,['8'],3,1.7197549000002255,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
15,7,main,57,23,2.766762799999924,['c'],1,left,['8'],3,0.29318939999939175,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
16,7,main,57,23,1.0672973000000638,['c'],1,left,['2'],5,0.4793768999998065,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
17,7,main,57,23,1.0504681000002165,['c'],1,left,['2'],5,0.19467530000019906,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
18,7,main,31,49,0.8833717999996225,['n'],1,right,['2'],5,0.5029316999998628,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
19,7,main,23,57,1.0175153999998656,['n'],1,right,['1'],6,0.09074049999981071,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
20,7,main,18,62,0.6672622999994928,['n'],1,right,['1'],6,0.25288970000019617,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
21,7,main,31,49,1.4179168999999092,['n'],1,right,['1'],6,0.3304731999996875,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
22,7,main,62,18,1.2668013000002247,['c'],1,left,['2'],5,0.4905129999997371,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
23,7,main,18,62,1.2169407000001229,['n'],1,right,['3'],4,0.1991163000002416,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
24,7,main,23,57,0.7835721000001286,['n'],1,right,['3'],4,0.22402810000039608,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
25,7,main,49,31,1.6492815999999948,['n'],0,left,['3'],4,0.37357260000044334,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
26,7,main,57,23,1.4502267000007123,['c'],1,left,['2'],5,0.3812044000005699,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
27,7,main,62,18,1.0501422000006642,['c'],1,left,['1'],6,0.18008389999977226,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
28,7,main,49,31,0.66660420000062,['c'],1,left,['1'],6,0.17835599999943952,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
29,7,main,57,23,1.2666327999995701,['n'],0,left,['3'],4,0.20038740000018151,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
30,7,main,57,23,0.9170745999999781,['n'],0,left,['3'],4,0.36417789999995875,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
31,7,main,62,18,1.1171408000000156,['c'],1,left,['2'],5,0.11296360000051209,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
32,7,main,23,57,0.9503186000001733,['n'],1,right,['8'],3,0.7429583000002822,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
33,7,main,31,49,0.7667252000001099,['c'],0,right,['2'],5,0.5551310999999259,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
34,7,main,18,62,0.8841987000005247,['n'],1,right,['3'],4,0.6733705000006012,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
35,7,main,18,62,0.8003485999997793,['n'],1,right,['1'],6,1.1910705000000235,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
0,8,main,49,31,0.6344641999994565,['c'],1,left,['2'],5,0.3157212000005529,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
1,8,main,23,57,1.083318799999688,['n'],1,right,['3'],4,0.3238830999998754,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
2,8,main,31,49,0.7835069000002477,['n'],1,right,['3'],4,0.24811529999988124,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
3,8,main,23,57,1.0165790999999444,['n'],1,right,['3'],4,0.4857381000001624,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
4,8,main,18,62,1.0505138999997143,['c'],0,right,['0'],1,0.744696799999474,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
5,8,main,57,23,0.8340224000003218,['c'],1,left,['9'],2,0.7933776999998372,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
6,8,main,31,49,0.8834356000006665,['n'],1,right,['9'],2,0.599281400000109,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
7,8,main,62,18,1.6006988999997702,['c'],1,left,['8'],3,0.5915844000001016,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
8,8,main,57,23,1.7506399000003512,['c'],1,left,['3'],4,0.6262298000001465,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
9,8,main,18,62,1.3837125999998534,['n'],1,right,['2'],5,0.11460310000074969,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
10,8,main,49,31,0.7669168000002173,['c'],1,left,['3'],4,0.47963740000068356,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
11,8,main,49,31,0.8171236999996836,['c'],1,left,['1'],6,0.10795249999955558,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
12,8,main,18,62,0.7505455999998958,['n'],1,right,['2'],5,0.3620744999998351,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
13,8,main,31,49,1.966979199999514,['n'],1,right,['3'],4,0.10923240000010992,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
14,8,main,62,18,0.8503422000003411,['c'],1,left,['3'],4,0.21540709999953833,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
15,8,main,31,49,1.0329333999998198,['c'],0,right,['3'],4,0.4216234000004988,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
16,8,main,31,49,1.683879700000034,['n'],1,right,['2'],5,0.3220549999996365,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
17,8,main,23,57,1.033260600000176,['c'],0,right,['0'],1,0.9399763000001258,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
18,8,main,49,31,0.7337242000003243,['n'],0,left,['2'],5,0.29748209999979736,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
19,8,main,57,23,2.083593800000017,['c'],1,left,['2'],5,1.7706482000003234,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
20,8,main,18,62,1.217831500000102,['n'],1,right,['1'],6,0.5158793000000514,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
21,8,main,49,31,0.9001665000005232,['c'],1,left,['2'],5,0.18727190000026894,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
22,8,main,57,23,0.8334061000005022,['c'],1,left,['2'],5,0.16279060000033496,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
23,8,main,62,18,2.0335581999997885,['c'],1,left,['2'],5,0.41140360000008513,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
24,8,main,23,57,0.9168176000002859,['c'],0,right,['2'],5,0.3901778999997987,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
25,8,main,23,57,1.6168313000007402,['n'],1,right,['2'],5,0.694672100000389,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
26,8,main,49,31,0.8837586999998166,['n'],0,left,['2'],5,0.23166909999963536,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
27,8,main,57,23,3.8496655000008104,['n'],0,left,['8'],3,0.9488501999994696,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
28,8,main,62,18,1.7008063000002949,['c'],1,left,['3'],4,0.7473774999998568,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
29,8,main,18,62,0.8675665000000663,['n'],1,right,['3'],4,0.7147476000000097,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
30,8,main,62,18,0.8998094999997193,['c'],1,left,['3'],4,0.3142468000005465,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
31,8,main,62,18,0.9168573999995715,['c'],1,left,['3'],4,0.2174603000003117,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
32,8,main,23,57,0.8669260000006034,['c'],0,right,['8'],3,0.78203190000022,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
33,8,main,57,23,1.7000201999999263,['n'],0,left,['3'],4,0.25142700000014884,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
34,8,main,31,49,0.7162462999995114,['n'],1,right,['3'],4,0.5009338999998363,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
35,8,main,18,62,2.250714699999662,['n'],1,right,['3'],4,2.0554893000007723,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
0,0,training,23,57,1.2994901000001846,['c'],0,right,['3'],4,2.034222100000079,[-0.16383775],26.0,57,medium,minus,letter,alpha,6,19,V,R,
1,0,training,64,16,3.0829446999996435,['c'],1,left,['3'],4,1.757600299999467,[0.24905482],84.0,64,easy,minus,letter,alpha,6,19,V,R,
2,0,training,64,16,1.2164039000008415,['n'],0,left,['3'],4,0.25277830000050017,[-0.01227877],55.0,64,easy,minus,letter,alpha,6,19,V,R,
3,0,training,49,31,0.4669898000001922,['c'],1,left,['3'],4,0.40702409999994416,[0.06262256],71.0,49,hard,minus,letter,alpha,6,19,V,R,
4,0,training,57,23,0.6329476999999315,['n'],0,left,['3'],4,0.40505770000072516,[0.06153097],30.0,57,medium,minus,letter,alpha,6,19,V,R,
5,0,training,16,64,0.28365000000030705,['n'],1,right,['2'],5,0.6084872000001269,[-0.21801992],93.0,64,easy,minus,letter,alpha,6,19,V,R,
6,0,training,57,23,0.7668690000000424,['n'],0,left,['2'],5,0.5287703999993028,[0.00647906],48.0,57,medium,minus,letter,alpha,6,19,V,R,
7,0,training,23,57,0.23330299999997806,['n'],1,right,['2'],5,0.3775421999998798,[-0.07608689],75.0,57,medium,minus,letter,alpha,6,19,V,R,
8,0,training,31,49,3.350749299999734,['n'],1,right,['2'],5,0.05992659999992611,[-0.05076694],87.0,49,hard,minus,letter,alpha,6,19,V,R,
9,0,training,16,64,1.5832858999992823,['n'],1,right,['2'],5,0.19352729999991425,[-0.01229705],56.0,64,easy,minus,letter,alpha,6,19,V,R,
10,0,training,49,31,1.0330436000003829,['n'],0,left,['2'],5,0.29629509999995207,[0.02967114],38.0,49,hard,minus,letter,alpha,6,19,V,R,
11,0,training,31,49,0.4662763000005725,['n'],1,right,['2'],5,0.17656609999994544,[-0.12785159],94.0,49,hard,minus,letter,alpha,6,19,V,R,
12,0,training,16,64,0.5340691000001243,['n'],1,right,['2'],5,0.1717029999999795,[-0.09056071],88.0,64,easy,minus,letter,alpha,6,19,V,R,
13,0,training,16,64,0.3671678000000611,['n'],1,right,['2'],5,0.2215783999999985,[-0.08907903],85.0,64,easy,minus,letter,alpha,6,19,V,R,
14,0,training,23,57,0.34990879999986646,['n'],1,right,['2'],5,0.15763779999997496,[-0.07943559],86.0,57,medium,minus,letter,alpha,6,19,V,R,
15,0,training,64,16,0.750500899999679,['n'],0,left,['2'],5,0.27250110000022687,[-0.00461429],52.0,64,easy,minus,letter,alpha,6,19,V,R,
16,0,training,23,57,0.599896799999442,['n'],1,right,['2'],5,0.2611372000001211,[-0.02978717],63.0,57,medium,minus,letter,alpha,6,19,V,R,
17,0,training,49,31,1.7499260000004142,['c'],1,left,['8'],3,0.20398430000022927,[0.02049142],60.0,49,hard,minus,letter,alpha,6,19,V,R,
18,0,training,23,57,0.6500633000005109,['n'],1,right,['2'],5,0.20886759999939386,[-0.11647334],91.0,57,medium,minus,letter,alpha,6,19,V,R,
19,0,training,23,57,1.0825869999998758,['n'],1,right,['1'],6,0.1489000000001397,[-0.08160828],87.0,57,medium,minus,letter,alpha,6,19,V,R,
20,0,training,57,23,1.0501483000007283,['c'],1,left,['2'],5,0.26811329999964073,[0.07779023],79.0,57,medium,minus,letter,alpha,6,19,V,R,
21,0,training,31,49,0.38329500000054395,['n'],1,right,['2'],5,0.4417242999998052,[-0.22166363],95.0,49,hard,minus,letter,alpha,6,19,V,R,
22,0,training,64,16,1.4496218000003864,['n'],0,left,['2'],5,0.2456105999999636,[-0.00197847],51.0,64,easy,minus,letter,alpha,6,19,V,R,
23,0,training,16,64,0.6334157999999661,['n'],1,right,['2'],5,0.16973309999957564,[-0.1246881],94.0,64,easy,minus,letter,alpha,6,19,V,R,
24,0,training,57,23,0.5327909999996336,['n'],0,left,['2'],5,0.13392609999937122,[-0.03512883],70.0,57,medium,minus,letter,alpha,6,19,V,R,
25,0,training,49,31,0.41585639999993873,['n'],0,left,['2'],5,0.05547949999981938,[-0.0717293],94.0,49,hard,minus,letter,alpha,6,19,V,R,
26,0,training,64,16,0.6501671999994869,['n'],0,left,['2'],5,0.46644409999953496,[0.06670228],29.0,64,easy,minus,letter,alpha,6,19,V,R,
27,0,training,31,49,0.39982700000018667,['n'],1,right,['2'],5,0.07035529999939172,[-0.05894693],88.0,49,hard,minus,letter,alpha,6,19,V,R,
28,0,training,57,23,0.3501371000002109,['n'],0,left,['2'],5,0.028660599999966507,[-0.04863997],93.0,57,medium,minus,letter,alpha,6,19,V,R,
29,0,training,31,49,0.34939089999988937,['n'],1,right,['2'],5,0.29305459999977757,[-0.05241652],70.0,49,hard,minus,letter,alpha,6,19,V,R,
30,0,training,49,31,0.31770030000006955,['n'],0,left,['2'],5,0.2120305999997072,[0.02045017],40.0,49,hard,minus,letter,alpha,6,19,V,R,
31,0,training,16,64,0.9171517999993739,['n'],1,right,['2'],5,0.014492600000266975,[-0.05500004],98.0,64,easy,minus,letter,alpha,6,19,V,R,
32,0,training,64,16,1.800424699999894,['c'],1,left,['1'],6,0.07650369999919349,[0.09912825],96.0,64,easy,minus,letter,alpha,6,19,V,R,
33,0,training,49,31,0.3334121999996569,['n'],0,left,['1'],6,0.08322499999940192,[-0.092621],95.0,49,hard,minus,letter,alpha,6,19,V,R,
34,0,training,57,23,0.5996608999994351,['n'],0,left,['1'],6,0.2716132999994443,[0.11253994],13.0,57,medium,minus,letter,alpha,6,19,V,R,
35,0,training,31,49,1.8988199999994322,['c'],0,right,['3'],4,0.25670549999995274,[-0.00885253],46.0,49,hard,minus,letter,alpha,6,19,V,R,
0,1,training,49,31,0.8164155999993454,['n'],0,left,['2'],5,0.08698910000020987,[-0.03539777],75.0,49,hard,minus,letter,alpha,6,19,V,R,
1,1,training,31,49,0.6169577000000572,['n'],1,right,['2'],5,0.16226079999978538,[-0.05015937],75.0,49,hard,minus,letter,alpha,6,19,V,R,
2,1,training,23,57,1.2997686999997313,['n'],1,right,['3'],4,0.5112564999999449,[-0.16809086],89.0,57,medium,minus,letter,alpha,6,19,V,R,
3,1,training,64,16,3.183124599999246,['c'],1,left,['1'],6,1.123240299999452,[0.30012152],93.0,64,easy,minus,letter,alpha,6,19,V,R,
4,1,training,64,16,1.5501264000004085,['c'],1,left,['1'],6,0.1595352999993338,[0.0740478],84.0,64,easy,minus,letter,alpha,6,19,V,R,
5,1,training,64,16,1.1669261999995797,['n'],0,left,['2'],5,0.689373400000477,[0.06992936],32.0,64,easy,minus,letter,alpha,6,19,V,R,
6,1,training,16,64,0.9997287999995024,['n'],1,right,['2'],5,0.30890050000016345,[-0.15629057],93.0,64,easy,minus,letter,alpha,6,19,V,R,
7,1,training,57,23,1.8496221999994304,['n'],0,left,['8'],3,0.21359260000008362,[-0.11432694],90.0,57,medium,minus,letter,alpha,6,19,V,R,
8,1,training,31,49,0.6169076999995013,['n'],1,right,['2'],5,0.29956680000032065,[-0.012183],55.0,49,hard,minus,letter,alpha,6,19,V,R,
9,1,training,49,31,0.7168096999994304,['n'],0,left,['8'],3,1.017965600000025,[0.23826607],11.0,49,hard,minus,letter,alpha,6,19,V,R,
10,1,training,23,57,0.8497564999997849,['n'],1,right,['1'],6,0.07073969999964902,[-0.11892506],98.0,57,medium,minus,letter,alpha,6,19,V,R,
11,1,training,31,49,0.33295320000070205,['n'],1,right,['1'],6,0.14208340000004682,[-0.08472693],88.0,49,hard,minus,letter,alpha,6,19,V,R,
12,1,training,57,23,2.916239800000767,['c'],1,left,['1'],6,0.18726909999986674,[0.12055395],92.0,57,medium,minus,letter,alpha,6,19,V,R,
13,1,training,57,23,1.251040699999976,['n'],0,left,['3'],4,0.3768565000000308,[-0.01039798],54.0,57,medium,minus,letter,alpha,6,19,V,R,
14,1,training,57,23,0.6828287999996974,['n'],0,left,['3'],4,0.5339924999998402,[-0.10460041],78.0,57,medium,minus,letter,alpha,6,19,V,R,
15,1,training,49,31,0.6668009999993956,['n'],0,left,['3'],4,0.3490040999995472,[-0.08974114],80.0,49,hard,minus,letter,alpha,6,19,V,R,
16,1,training,16,64,1.1170259999998962,['n'],1,right,['3'],4,0.23389970000062021,[-0.12368954],91.0,64,easy,minus,letter,alpha,6,19,V,R,
17,1,training,23,57,0.6999830000004295,['n'],1,right,['3'],4,0.23634469999979046,[-0.1070297],88.0,57,medium,minus,letter,alpha,6,19,V,R,
18,1,training,31,49,1.315866100000676,['n'],1,right,['3'],4,0.21412280000004102,[-0.07916682],82.0,49,hard,minus,letter,alpha,6,19,V,R,
19,1,training,64,16,1.899842499999977,['c'],1,left,['3'],4,0.18517719999999827,[0.06489038],79.0,64,easy,minus,letter,alpha,6,19,V,R,
20,1,training,16,64,0.6665431999999782,['n'],1,right,['2'],5,0.19082589999925403,[-0.11857701],92.0,64,easy,minus,letter,alpha,6,19,V,R,
21,1,training,64,16,1.0168685000007827,['c'],1,left,['2'],5,0.19776790000014444,[0.10244036],89.0,64,easy,minus,letter,alpha,6,19,V,R,
22,1,training,16,64,0.6501475000004575,['n'],1,right,['2'],5,0.17140159999962634,[-0.03773743],69.0,64,easy,minus,letter,alpha,6,19,V,R,
23,1,training,49,31,0.7333552000000054,['n'],0,left,['2'],5,0.07835900000009133,[-0.01002425],58.0,49,hard,minus,letter,alpha,6,19,V,R,
24,1,training,23,57,0.6503652000001239,['n'],1,right,['2'],5,1.352665700000216,[0.14632215],24.0,57,medium,minus,letter,alpha,6,19,V,R,
25,1,training,16,64,1.6827363000002151,['n'],1,right,['2'],5,2.1345436999999947,[-0.57228114],97.0,64,easy,minus,letter,alpha,6,19,V,R,
26,1,training,49,31,0.7001903000000311,['n'],0,left,['2'],5,0.20413250000001426,[-0.06592403],79.0,49,hard,minus,letter,alpha,6,19,V,R,
27,1,training,57,23,0.5164666999999099,['n'],0,left,['2'],5,0.4223092000001998,[0.09098841],22.0,57,medium,minus,letter,alpha,6,19,V,R,
28,1,training,64,16,0.06653899999946589,['n'],0,left,['2'],5,0.26029990000006364,[0.00672735],47.0,64,easy,minus,letter,alpha,6,19,V,R,
29,1,training,16,64,0.5501045999999405,['n'],1,right,['2'],5,0.18727820000003703,[-0.0295182],65.0,64,easy,minus,letter,alpha,6,19,V,R,
30,1,training,23,57,0.4667085000000952,['n'],1,right,['2'],5,0.455957699999999,[-0.10030254],79.0,57,medium,minus,letter,alpha,6,19,V,R,
31,1,training,31,49,0.5664354000000458,['n'],1,right,['2'],5,0.3901949000000968,[-0.07695413],75.0,49,hard,minus,letter,alpha,6,19,V,R,
32,1,training,57,23,0.7504737999997815,['n'],0,left,['2'],5,0.2398207000005641,[-0.01937758],59.0,57,medium,minus,letter,alpha,6,19,V,R,
33,1,training,49,31,0.6832887999999002,['n'],0,left,['2'],5,0.14580300000034185,[-0.07233715],85.0,49,hard,minus,letter,alpha,6,19,V,R,
34,1,training,23,57,0.4333788000003551,['n'],1,right,['2'],5,0.24193990000003396,[-0.10153709],87.0,57,medium,minus,letter,alpha,6,19,V,R,
35,1,training,31,49,0.08333959999981744,['n'],1,right,['2'],5,0.11940369999956602,[-0.04998163],79.0,49,hard,minus,letter,alpha,6,19,V,R,
0,2,training,23,57,0.7498917000002621,['n'],1,right,['2'],5,0.23143139999956475,[-0.03372806],65.0,57,medium,minus,letter,alpha,6,19,V,R,
1,2,training,23,57,0.6166071999996348,['n'],1,right,['3'],4,0.42926340000030905,[-0.10440335],81.0,57,medium,minus,letter,alpha,6,19,V,R,
2,2,training,16,64,1.0012430999995559,['n'],1,right,['2'],5,0.07560629999989033,[-0.08972845],95.0,64,easy,minus,letter,alpha,6,19,V,R,
3,2,training,23,57,0.6501790000002075,['n'],1,right,['2'],5,0.42199040000014065,[-0.09251511],78.0,57,medium,minus,letter,alpha,6,19,V,R,
4,2,training,16,64,1.6000975999995717,['n'],1,right,['2'],5,0.34821590000046854,[-0.09854084],82.0,64,easy,minus,letter,alpha,6,19,V,R,
5,2,training,31,49,0.7159279999996215,['n'],1,right,['2'],5,0.3456339000003936,[-0.11866031],86.0,49,hard,minus,letter,alpha,6,19,V,R,
6,2,training,57,23,1.099667700000282,['c'],1,left,['2'],5,0.24600480000026437,[-0.03929277],33.0,57,medium,minus,letter,alpha,6,19,V,R,
7,2,training,64,16,0.7832875999993121,['c'],1,left,['2'],5,0.2764363999995112,[0.05501331],72.0,64,easy,minus,letter,alpha,6,19,V,R,
8,2,training,64,16,1.3499455999999554,['n'],0,left,['3'],4,0.362244500000088,[0.09699088],19.0,64,easy,minus,letter,alpha,6,19,V,R,
9,2,training,57,23,0.9163431000006312,['c'],1,left,['9'],2,1.0386257000000114,[0.27199105],92.0,57,medium,minus,letter,alpha,6,19,V,R,
10,2,training,57,23,0.9164602000000741,['c'],1,left,['2'],5,0.27964909999991505,[0.10515515],86.0,57,medium,minus,letter,alpha,6,19,V,R,
11,2,training,57,23,1.1996108000003005,['n'],0,left,['2'],5,0.5001324000004388,[-0.05945688],68.0,57,medium,minus,letter,alpha,6,19,V,R,
12,2,training,16,64,0.6503125999997792,['n'],1,right,['1'],6,0.2217863000005309,[-0.12468205],92.0,64,easy,minus,letter,alpha,6,19,V,R,
13,2,training,64,16,1.1004917999998725,['n'],0,left,['1'],6,0.1120069999997213,[-0.00849492],56.0,64,easy,minus,letter,alpha,6,19,V,R,
14,2,training,31,49,0.7666899999994712,['n'],1,right,['2'],5,0.43643229999997857,[-0.0139287],55.0,49,hard,minus,letter,alpha,6,19,V,R,
15,2,training,16,64,0.8000627999999779,['n'],1,right,['2'],5,0.3138767000000371,[-0.05510073],71.0,64,easy,minus,letter,alpha,6,19,V,R,
16,2,training,57,23,0.7493237999997291,['c'],1,left,['2'],5,0.40640149999944697,[0.09272907],79.0,57,medium,minus,letter,alpha,6,19,V,R,
17,2,training,49,31,0.7506540000003952,['n'],0,left,['3'],4,0.33480539999982284,[0.08073229],22.0,49,hard,minus,letter,alpha,6,19,V,R,
18,2,training,31,49,0.7831444000003103,['n'],1,right,['1'],6,0.23374669999975595,[-0.105804],88.0,49,hard,minus,letter,alpha,6,19,V,R,
19,2,training,57,23,1.5834340000001248,['c'],1,left,['2'],5,0.39274569999997766,[0.11500936],84.0,57,medium,minus,letter,alpha,6,19,V,R,
20,2,training,64,16,0.9501148999997895,['c'],1,left,['2'],5,0.25029300000005605,[0.05668745],73.0,64,easy,minus,letter,alpha,6,19,V,R,
21,2,training,49,31,0.7995761000001949,['n'],0,left,['2'],5,0.26404309999998077,[-0.00639228],53.0,49,hard,minus,letter,alpha,6,19,V,R,
22,2,training,64,16,2.5666198999997505,['c'],1,left,['2'],5,0.4947436000002199,[0.07203866],72.0,64,easy,minus,letter,alpha,6,19,V,R,
23,2,training,23,57,0.7835499000002528,['n'],1,right,['3'],4,0.3868925999995554,[-0.04730426],66.0,57,medium,minus,letter,alpha,6,19,V,R,
24,2,training,31,49,0.8495833999995739,['n'],1,right,['2'],5,0.6490220000005138,[-0.12885331],81.0,49,hard,minus,letter,alpha,6,19,V,R,
25,2,training,49,31,1.1501376999995045,['n'],0,left,['2'],5,0.6804080000001704,[0.08476807],28.0,49,hard,minus,letter,alpha,6,19,V,R,
26,2,training,16,64,0.7169205000000147,['n'],1,right,['3'],4,0.5681426000001011,[-0.14102965],84.0,64,easy,minus,letter,alpha,6,19,V,R,
27,2,training,49,31,0.6668681000001015,['n'],0,left,['3'],4,0.3650972000004913,[-0.00044982],50.0,49,hard,minus,letter,alpha,6,19,V,R,
28,2,training,23,57,0.6334205000002839,['n'],1,right,['3'],4,0.4608147999997527,[-0.15062255],88.0,57,medium,minus,letter,alpha,6,19,V,R,
29,2,training,31,49,0.9337435000006735,['n'],1,right,['3'],4,0.5404453000001013,[-0.14256398],85.0,49,hard,minus,letter,alpha,6,19,V,R,
30,2,training,64,16,0.5000387999998566,['n'],0,left,['2'],5,0.37792720000015834,[0.133276],12.0,64,easy,minus,letter,alpha,6,19,V,R,
31,2,training,31,49,0.9175043999994159,['n'],1,right,['2'],5,0.6861162000004697,[-0.18167359],88.0,49,hard,minus,letter,alpha,6,19,V,R,
32,2,training,23,57,1.416451699999925,['n'],1,right,['1'],6,0.5127111000001605,[-0.13676717],85.0,57,medium,minus,letter,alpha,6,19,V,R,
33,2,training,16,64,0.6990002000002278,['n'],1,right,['1'],6,0.39193450000038865,[-0.09054298],79.0,64,easy,minus,letter,alpha,6,19,V,R,
